hr,weather,temperature,relative-humidity,windspeed,year,month,dayofweek,log_total_users
15,clear,103.9,45.0,26.0,2011,September,Thursday,7.90100705199242
2,clear,105.6,74.0,7.0,2012,July,Monday,5.1647859739235145
7,clear,71.8,49.0,19.0,2012,April,Friday,8.041734711487537
6,clear,103.9,79.0,9.0,2012,July,Monday,7.48324441607385
16,cloudy,75.2,34.0,13.0,2011,January,Saturday,7.288927694521257
12,clear,73.5,26.0,15.0,2012,January,Sunday,8.10258642539079
6,clear,65.0,80.0,0.0,2011,December,Friday,7.01301578963963
6,clear,93.8,88.0,7.0,2011,September,Tuesday,7.3453648404168685
9,clear,54.9,57.99999999999999,11.0,2012,January,Monday,7.0909098220799835
20,clear,95.5,56.00000000000001,9.0,2012,September,Tuesday,8.65834547117212
22,light snow/rain,70.1,93.0,17.0,2011,March,Thursday,6.434546518787453
6,clear,90.4,83.0,11.0,2012,April,Monday,7.4205789054108005
8,cloudy,117.5,63.0,11.0,2011,July,Friday,8.296795865770052
4,clear,100.5,73.0,11.0,2012,August,Friday,4.74493212836325
20,clear,102.2,56.99999999999999,9.0,2011,August,Wednesday,8.181160858023409
23,cloudy,95.5,100.0,9.0,2011,September,Friday,7.421775793644647
20,clear,102.2,61.0,11.0,2012,May,Tuesday,8.328209491748732
19,clear,71.8,33.0,15.0,2011,March,Monday,7.505492274737424
4,clear,65.0,80.0,22.0,2011,October,Sunday,4.941642422609304
10,clear,73.5,66.0,15.0,2011,March,Saturday,7.057897937411856
19,clear,88.7,45.0,9.0,2012,October,Saturday,8.299037181613066
15,clear,71.8,36.0,31.0,2012,November,Saturday,7.704811922932594
17,cloudy,92.1,88.0,26.0,2011,September,Tuesday,8.212568398234145
20,cloudy,92.1,68.0,6.0,2011,September,Sunday,7.639642287858013
9,light snow/rain,92.1,94.0,15.0,2011,September,Tuesday,6.7650389767805414
8,cloudy,110.7,75.0,0.0,2011,July,Monday,8.482394685873542
13,clear,110.7,57.99999999999999,13.0,2012,May,Sunday,8.488382109562117
11,cloudy,80.2,62.0,28.0,2011,December,Thursday,7.43955930913332
11,clear,87.0,48.0,19.0,2012,February,Thursday,7.618742377670413
12,cloudy,63.3,59.0,13.0,2011,January,Saturday,6.848005274576363
3,clear,73.5,93.0,0.0,2011,November,Wednesday,3.871201010907891
23,clear,75.2,87.0,7.0,2011,December,Sunday,6.327936783729195
22,clear,76.9,56.99999999999999,9.0,2012,October,Wednesday,7.620705086838262
1,clear,75.2,76.0,0.0,2011,November,Friday,5.1647859739235145
3,clear,97.2,88.0,6.0,2011,June,Saturday,5.442417710521793
19,clear,85.3,63.0,28.0,2012,January,Tuesday,8.27893600229198
5,clear,73.5,61.0,6.0,2012,March,Friday,5.8289456176102075
2,cloudy,109.0,84.0,15.0,2011,July,Thursday,4.143134726391533
8,clear,98.9,73.0,9.0,2012,May,Thursday,9.082279701908664
17,clear,98.9,38.0,17.0,2011,May,Monday,8.9126079636709
3,clear,81.9,77.0,6.0,2011,May,Saturday,5.159055299214529
6,clear,98.9,78.0,0.0,2011,August,Wednesday,7.198931240688173
17,clear,115.8,26.0,0.0,2011,August,Friday,8.72453251118548
0,cloudy,81.9,82.0,11.0,2012,December,Monday,5.537334267018537
3,clear,80.2,87.0,0.0,2011,October,Tuesday,3.784189633918261
10,clear,115.8,56.00000000000001,9.0,2011,May,Tuesday,7.081708586105575
18,clear,107.3,28.000000000000004,24.0,2012,June,Tuesday,9.218705288307811
22,cloudy,58.2,39.0,26.0,2012,February,Saturday,6.395261598115449
9,cloudy,109.0,74.0,15.0,2011,June,Wednesday,7.818027938530729
6,clear,83.6,82.0,28.0,2011,October,Thursday,7.057897937411856
8,clear,95.5,83.0,0.0,2012,May,Wednesday,9.11866358340428
4,clear,92.1,60.0,17.0,2011,June,Tuesday,3.7376696182833684
23,cloudy,98.9,88.0,24.0,2011,April,Wednesday,6.7580945044277305
1,cloudy,103.9,89.0,11.0,2012,September,Monday,6.405228458030842
1,cloudy,92.1,88.0,17.0,2011,May,Wednesday,4.927253685157205
2,clear,85.3,82.0,6.0,2011,September,Saturday,6.81783057145415
14,clear,122.5,25.0,15.0,2012,August,Friday,8.516192691082654
1,clear,109.0,51.0,11.0,2012,June,Friday,6.194405391104672
17,cloudy,87.0,39.0,6.0,2012,November,Friday,8.069029328774958
16,cloudy,68.4,48.0,13.0,2012,December,Monday,7.865187954187467
10,clear,100.5,61.0,6.0,2012,September,Thursday,7.773594467360194
6,clear,66.7,60.0,22.0,2011,November,Saturday,4.955827057601261
22,clear,112.4,52.0,7.0,2011,July,Saturday,7.71244383427499
2,clear,107.3,70.0,13.0,2012,July,Thursday,4.48863636973214
6,clear,70.1,52.0,11.0,2012,January,Tuesday,7.208600337960199
20,clear,73.5,49.0,6.0,2011,December,Sunday,5.666426688112432
21,clear,90.4,55.00000000000001,9.0,2012,September,Saturday,8.119398589612294
19,clear,75.2,53.0,6.0,2012,December,Friday,8.305978210967302
7,clear,102.2,78.0,13.0,2011,September,Sunday,5.783825182329737
21,clear,76.9,56.99999999999999,17.0,2011,November,Thursday,7.457609289715606
2,cloudy,95.5,64.0,24.0,2012,October,Monday,4.248495242049359
5,clear,63.3,80.0,0.0,2012,November,Friday,6.248042874508429
6,light snow/rain,85.3,82.0,13.0,2012,March,Tuesday,7.271703706887368
8,clear,59.9,86.0,9.0,2012,February,Monday,8.649623978596727
2,clear,100.5,53.0,0.0,2011,July,Saturday,6.432940092739179
14,clear,105.6,30.0,31.0,2012,June,Tuesday,8.001019961323651
11,cloudy,80.2,87.0,7.0,2012,December,Saturday,8.492285555710053
3,clear,98.9,73.0,11.0,2011,September,Saturday,5.857933154483459
18,clear,109.0,30.0,13.0,2012,May,Thursday,9.179468708309095
15,light snow/rain,109.0,55.00000000000001,20.0,2011,August,Monday,7.638198244285779
7,light snow/rain,68.4,100.0,15.0,2011,March,Thursday,7.242797922793756
22,cloudy,98.9,100.0,6.0,2011,September,Thursday,7.742402021815782
21,clear,93.8,52.0,7.0,2012,September,Saturday,8.11162807830774
23,clear,93.8,56.00000000000001,15.0,2012,March,Monday,6.638567789166521
21,cloudy,71.8,56.00000000000001,17.0,2012,November,Tuesday,7.539027055823995
1,cloudy,76.9,66.0,7.0,2011,December,Wednesday,4.90527477843843
14,cloudy,107.3,54.0,24.0,2011,April,Monday,7.329093736246592
22,clear,73.5,26.0,26.0,2012,January,Sunday,6.680854678790215
6,cloudy,76.9,93.0,9.0,2012,December,Monday,7.242797922793756
15,clear,109.0,66.0,13.0,2012,September,Thursday,8.08825472712243
19,cloudy,93.8,68.0,7.0,2011,September,Monday,8.437283808187935
12,clear,76.9,81.0,11.0,2011,December,Sunday,8.238536930171769
7,clear,97.2,78.0,0.0,2011,September,Thursday,8.39049553837028
13,cloudy,59.9,80.0,9.0,2012,January,Sunday,7.80057265467065
21,clear,100.5,89.0,15.0,2011,May,Monday,7.715569534520208
14,clear,73.5,36.0,15.0,2012,March,Tuesday,7.4067107301776405
20,clear,115.8,52.0,11.0,2012,June,Saturday,8.092851027538384
23,clear,75.2,66.0,7.0,2012,November,Monday,6.858565034791365
7,clear,56.6,54.0,9.0,2011,January,Thursday,6.846943139585379
5,clear,80.2,82.0,13.0,2012,October,Sunday,4.68213122712422
6,clear,98.9,50.0,9.0,2011,August,Friday,6.881411303642535
13,light snow/rain,85.3,94.0,9.0,2011,November,Wednesday,6.5722825426940075
10,clear,63.3,47.0,0.0,2011,January,Thursday,6.345636360828596
22,light snow/rain,95.5,83.0,31.0,2012,September,Tuesday,7.538494999413465
0,clear,83.6,77.0,17.0,2012,March,Friday,6.535241271013659
4,cloudy,68.4,70.0,13.0,2012,November,Wednesday,3.912023005428146
9,clear,63.3,59.0,7.0,2012,December,Sunday,6.536691597591305
6,clear,63.3,86.0,0.0,2012,November,Friday,7.221835825288449
6,clear,103.9,61.0,0.0,2011,August,Wednesday,7.312553498102598
20,clear,75.2,49.0,7.0,2012,February,Friday,7.634820677745543
22,cloudy,102.2,56.99999999999999,15.0,2011,September,Thursday,7.6577552711348655
2,clear,98.9,88.0,9.0,2011,August,Friday,5.44673737166631
13,cloudy,87.0,59.0,28.0,2012,October,Sunday,8.440744019252831
17,clear,110.7,29.0,13.0,2012,June,Friday,9.172430798902962
16,clear,124.2,17.0,19.0,2011,July,Sunday,8.12740456269308
5,cloudy,78.5,87.0,0.0,2012,December,Monday,5.730099782973574
0,clear,66.7,60.0,15.0,2012,January,Monday,5.1647859739235145
12,cloudy,90.4,83.0,9.0,2012,April,Thursday,7.825644732219989
20,clear,75.2,46.0,7.0,2011,December,Thursday,7.780720886117918
15,clear,115.8,43.0,6.0,2011,July,Monday,8.284756593190435
11,clear,119.2,28.000000000000004,20.0,2012,August,Friday,8.158229916959494
21,clear,107.3,37.0,7.0,2011,June,Thursday,8.219056661060598
23,clear,56.6,50.0,13.0,2011,January,Sunday,4.276666119016055
0,cloudy,110.7,70.0,0.0,2011,July,Monday,5.8377304471659395
0,clear,97.2,73.0,11.0,2012,June,Friday,6.966024187106113
4,clear,66.7,65.0,11.0,2011,December,Saturday,4.804021044733257
20,cloudy,75.2,66.0,7.0,2011,December,Friday,6.9930151229329605
7,cloudy,66.7,52.0,19.0,2012,February,Sunday,5.14166355650266
16,clear,119.2,39.0,19.0,2011,August,Monday,8.094683648698815
7,clear,102.2,83.0,0.0,2012,August,Monday,8.620471540869739
9,light snow/rain,98.9,94.0,15.0,2011,September,Wednesday,7.563200592358071
3,clear,76.9,87.0,0.0,2012,October,Wednesday,4.48863636973214
16,cloudy,102.2,65.0,0.0,2012,August,Sunday,8.305978210967302
10,clear,75.2,71.0,6.0,2012,February,Wednesday,7.438971592395862
5,light snow/rain,75.2,71.0,22.0,2012,December,Tuesday,6.269096283706261
1,clear,92.1,56.00000000000001,9.0,2012,June,Sunday,7.27655640271871
21,cloudy,71.8,87.0,20.0,2012,December,Wednesday,5.545177444479562
19,clear,114.1,27.0,13.0,2012,June,Saturday,8.392536586816682
21,light snow/rain,88.7,82.0,26.0,2012,April,Saturday,7.0967213784947605
13,cloudy,76.9,66.0,9.0,2011,January,Sunday,6.814542897259958
13,cloudy,90.4,68.0,13.0,2011,September,Saturday,8.241703159729818
5,clear,88.7,93.0,13.0,2011,May,Monday,5.594711379601839
0,clear,68.4,70.0,7.0,2012,February,Saturday,6.967909201801884
0,light snow/rain,81.9,77.0,0.0,2012,April,Thursday,5.666426688112432
8,clear,93.8,68.0,19.0,2011,May,Saturday,7.288244401020124
10,clear,98.9,50.0,19.0,2012,September,Monday,7.8168199657645525
4,cloudy,110.7,52.0,11.0,2011,August,Wednesday,4.532599493153256
11,cloudy,73.5,51.0,24.0,2012,November,Wednesday,7.509335266016592
17,clear,85.3,24.0,26.0,2012,March,Friday,8.846640813100485
23,clear,105.6,74.0,0.0,2012,August,Wednesday,7.532623618788788
16,cloudy,76.9,46.0,22.0,2012,November,Saturday,8.423102268016642
18,cloudy,87.0,59.0,22.0,2011,March,Saturday,7.470793774195062
6,clear,105.6,79.0,6.0,2012,July,Sunday,5.717027701406222
20,clear,114.1,63.0,13.0,2011,July,Thursday,8.09040229659332
4,clear,97.2,83.0,9.0,2011,September,Sunday,4.584967478670572
20,cloudy,105.6,65.0,15.0,2012,August,Friday,8.371242135931933
13,cloudy,112.4,66.0,19.0,2011,July,Friday,7.885329239273191
5,light snow/rain,98.9,94.0,6.0,2011,September,Tuesday,5.746203190540153
7,clear,66.7,65.0,19.0,2012,November,Wednesday,8.581669210600602
14,clear,124.2,42.0,0.0,2011,July,Saturday,7.848153086199526
12,clear,68.4,35.0,0.0,2011,January,Thursday,6.9650803456014065
23,clear,76.9,37.0,13.0,2012,March,Tuesday,6.694562058521095
6,clear,73.5,56.99999999999999,9.0,2012,March,Friday,6.9930151229329605
14,clear,102.2,36.0,13.0,2012,May,Saturday,8.771990436532242
5,clear,98.9,73.0,19.0,2011,August,Tuesday,5.950642552587727
12,cloudy,93.8,78.0,7.0,2012,October,Thursday,8.237743803890933
11,clear,85.3,72.0,11.0,2011,October,Sunday,8.172729104865471
9,clear,105.6,57.99999999999999,7.0,2012,August,Friday,8.426173793029069
22,clear,88.7,42.0,7.0,2012,May,Thursday,7.9355873855892
21,cloudy,73.5,66.0,6.0,2012,February,Friday,7.316548177182976
18,clear,85.3,63.0,30.0,2012,January,Tuesday,8.690474003558043
16,clear,117.5,47.0,6.0,2012,July,Thursday,8.351138607086154
13,light snow/rain,97.2,100.0,6.0,2011,September,Friday,5.983936280687191
16,clear,92.1,19.0,26.0,2012,April,Saturday,8.678631537293768
20,clear,117.5,56.00000000000001,0.0,2011,July,Friday,7.813591552952433
18,clear,100.5,78.0,7.0,2011,September,Saturday,8.357493812658563
0,clear,80.2,57.99999999999999,9.0,2012,April,Saturday,7.079184394609668
16,light snow/rain,71.8,87.0,17.0,2012,October,Tuesday,7.075808863978387
21,clear,88.7,20.0,13.0,2012,April,Saturday,7.860185057472165
5,light snow/rain,90.4,83.0,9.0,2012,June,Monday,5.6937321388027
22,clear,112.4,70.0,15.0,2011,July,Wednesday,7.623153068476902
12,clear,88.7,31.0,0.0,2012,April,Friday,8.179199798423086
13,light snow/rain,81.9,77.0,19.0,2011,November,Tuesday,5.652489180268651
9,clear,63.3,75.0,7.0,2012,February,Tuesday,7.932721027481948
10,clear,66.7,52.0,19.0,2011,March,Tuesday,6.690842277418564
9,light snow/rain,73.5,81.0,22.0,2012,November,Tuesday,7.261225091971921
20,clear,95.5,56.00000000000001,11.0,2012,April,Friday,8.323365694436081
17,clear,98.9,46.0,17.0,2011,November,Monday,8.766550149546351
18,cloudy,102.2,69.0,31.0,2012,August,Saturday,8.355144739461839
16,clear,80.2,50.0,9.0,2012,December,Saturday,8.489410810403786
20,cloudy,78.5,62.0,17.0,2012,November,Monday,8.110427237575024
0,clear,68.4,35.0,30.0,2011,February,Sunday,5.313205979041787
3,cloudy,92.1,88.0,13.0,2012,October,Tuesday,4.007333185232471
20,clear,112.4,59.0,15.0,2011,July,Monday,8.202482446576537
8,clear,102.2,50.0,9.0,2012,June,Thursday,8.959183074206774
15,clear,112.4,59.0,17.0,2011,June,Tuesday,7.579678823090456
17,clear,102.2,74.0,7.0,2011,September,Saturday,8.401333305321703
0,clear,95.5,53.0,0.0,2012,June,Monday,6.335054251498059
19,cloudy,81.9,44.0,13.0,2011,April,Sunday,7.358193752733032
3,clear,98.9,73.0,7.0,2012,August,Wednesday,4.787491742782046
15,clear,87.0,51.0,22.0,2012,January,Friday,7.782807262839695
21,clear,100.5,78.0,6.0,2011,September,Saturday,7.878155336503324
2,clear,71.8,61.0,0.0,2012,February,Wednesday,4.02535169073515
10,clear,105.6,65.0,15.0,2011,May,Saturday,7.98139158158007
8,light snow/rain,80.2,87.0,0.0,2012,February,Thursday,8.653121708640482
6,clear,59.9,80.0,7.0,2011,December,Monday,6.71174039505618
2,cloudy,73.5,66.0,6.0,2011,December,Saturday,5.749392985908253
12,clear,80.2,43.0,15.0,2012,January,Saturday,8.362175469149628
11,clear,73.5,70.0,17.0,2011,December,Friday,7.425953657077541
19,light snow/rain,81.9,67.0,26.0,2012,January,Sunday,7.123672785204607
11,clear,66.7,41.0,7.0,2011,February,Wednesday,6.694562058521095
4,clear,93.8,94.0,13.0,2011,October,Friday,4.6443908991413725
14,cloudy,85.3,72.0,19.0,2011,January,Saturday,7.069023426578259
16,clear,100.5,38.0,15.0,2011,May,Monday,8.20303024171486
13,clear,100.5,78.0,0.0,2011,September,Saturday,8.508152446764088
16,clear,107.3,39.0,6.0,2012,September,Thursday,8.67812085552252
12,cloudy,76.9,50.0,15.0,2011,March,Tuesday,7.030857476116121
7,clear,87.0,67.0,19.0,2012,September,Saturday,6.777646593635117
0,clear,100.5,56.99999999999999,6.0,2011,June,Sunday,7.1929342212158
17,clear,70.1,41.0,20.0,2012,December,Saturday,7.23561914106675
16,clear,105.6,54.0,13.0,2012,September,Friday,8.81744592104187
14,clear,119.2,44.0,19.0,2011,August,Tuesday,7.38025578842646
14,clear,87.0,33.0,30.0,2012,March,Monday,7.813187267521416
8,clear,102.2,69.0,0.0,2012,May,Monday,7.40184157874383
9,clear,65.0,60.0,9.0,2011,March,Friday,7.539027055823995
8,clear,92.1,68.0,6.0,2012,September,Tuesday,9.15472194821317
16,clear,98.9,78.0,17.0,2011,April,Thursday,8.087332926473351
11,clear,97.2,78.0,15.0,2011,May,Sunday,8.151909872940905
19,cloudy,80.2,82.0,13.0,2012,December,Sunday,7.679251425953058
7,light snow/rain,90.4,83.0,11.0,2012,May,Sunday,6.077642243349034
5,cloudy,80.2,94.0,7.0,2012,March,Sunday,4.31748811353631
0,cloudy,63.3,47.0,15.0,2011,January,Monday,5.3471075307174685
14,cloudy,76.9,50.0,24.0,2011,March,Friday,6.914730892718563
4,clear,103.9,79.0,7.0,2012,July,Monday,5.0238805208462765
11,cloudy,117.5,59.0,13.0,2011,July,Monday,7.1316985104669115
20,clear,73.5,49.0,20.0,2011,January,Wednesday,6.883462586413092
10,clear,68.4,41.0,26.0,2011,February,Wednesday,6.698268054115413
17,clear,81.9,54.0,9.0,2011,October,Monday,8.707978826622321
9,clear,110.7,57.99999999999999,15.0,2012,June,Friday,8.294049640102028
16,clear,76.9,76.0,9.0,2012,December,Friday,8.443546651247939
17,clear,115.8,52.0,15.0,2011,June,Friday,8.75557997214314
23,cloudy,65.0,64.0,11.0,2011,January,Tuesday,6.214608098422191
15,light snow/rain,98.9,94.0,7.0,2011,September,Friday,6.5998704992128365
13,clear,78.5,54.0,17.0,2012,December,Saturday,8.595079730073309
18,clear,102.2,44.0,19.0,2012,March,Thursday,9.116469156366112
3,clear,87.0,67.0,9.0,2012,September,Tuesday,4.605170185988092
17,clear,75.2,31.0,9.0,2012,November,Wednesday,8.88391747120797
1,cloudy,71.8,56.00000000000001,11.0,2012,November,Monday,4.61512051684126
17,clear,105.6,39.0,22.0,2011,June,Monday,8.906664409770052
4,clear,93.8,73.0,0.0,2011,August,Wednesday,4.248495242049359
1,cloudy,97.2,60.0,19.0,2012,May,Monday,4.700480365792417
14,clear,88.7,36.0,17.0,2012,November,Friday,8.346642090221199
17,cloudy,87.0,59.0,24.0,2011,March,Saturday,7.477604243197589
15,clear,122.5,53.0,17.0,2011,July,Thursday,7.305860032684009
12,cloudy,80.2,62.0,19.0,2012,November,Monday,7.984462732262196
10,clear,61.6,29.0,13.0,2011,March,Thursday,6.529418838262226
8,cloudy,102.2,74.0,17.0,2012,August,Saturday,7.563719668414366
13,clear,112.4,52.0,19.0,2011,August,Monday,7.693025748417888
16,light snow/rain,78.5,87.0,30.0,2012,April,Sunday,6.100318952020064
9,cloudy,71.8,70.0,0.0,2011,March,Tuesday,7.589841512182657
23,clear,71.8,65.0,9.0,2012,February,Monday,6.366470447731438
20,clear,59.9,47.0,15.0,2011,January,Thursday,6.721425700790643
18,clear,93.8,83.0,7.0,2012,October,Thursday,9.215526898663482
23,cloudy,78.5,76.0,6.0,2012,April,Saturday,6.246106765481563
9,clear,59.9,64.0,9.0,2011,January,Saturday,6.018593214496234
9,cloudy,92.1,88.0,30.0,2011,October,Wednesday,7.813591552952433
4,clear,78.5,87.0,9.0,2011,October,Tuesday,4.219507705176107
10,clear,71.8,42.0,31.0,2012,January,Wednesday,7.069874128458572
4,cloudy,88.7,42.0,19.0,2012,April,Wednesday,4.465908118654584
19,clear,88.7,27.0,17.0,2012,April,Monday,8.703008637464448
12,clear,105.6,65.0,6.0,2012,June,Tuesday,8.12651816878071
0,cloudy,90.4,83.0,19.0,2012,November,Tuesday,5.602118820879701
15,clear,120.8,28.000000000000004,22.0,2011,July,Tuesday,7.508238774678663
14,clear,93.8,22.0,24.0,2012,April,Wednesday,7.871692664323645
22,clear,107.3,79.0,6.0,2012,August,Sunday,7.437206366871292
1,cloudy,110.7,57.99999999999999,13.0,2012,July,Monday,5.2832037287379885
17,clear,81.9,67.0,6.0,2012,January,Tuesday,8.77137018531062
2,cloudy,71.8,87.0,13.0,2011,March,Saturday,5.424950017481403
15,clear,75.2,31.0,26.0,2011,March,Monday,6.967909201801884
14,clear,70.1,45.0,24.0,2011,December,Saturday,7.97349996402463
7,clear,83.6,72.0,6.0,2012,March,Thursday,8.490849216076635
21,clear,92.1,52.0,0.0,2011,May,Tuesday,7.807916628926408
23,clear,70.1,75.0,19.0,2011,February,Saturday,6.008813185442595
22,clear,93.8,73.0,26.0,2012,October,Sunday,7.238496840894365
4,clear,80.2,40.0,0.0,2012,April,Sunday,4.574710978503383
14,clear,105.6,51.0,13.0,2011,July,Friday,7.944492163932159
4,clear,85.3,55.00000000000001,15.0,2012,September,Sunday,4.836281906951478
7,cloudy,73.5,93.0,9.0,2012,January,Tuesday,7.989221408815276
12,clear,88.7,51.0,11.0,2011,November,Wednesday,7.69484807238461
22,clear,98.9,94.0,0.0,2011,September,Friday,7.540090320145325
10,clear,61.6,55.00000000000001,13.0,2011,January,Friday,6.297109319933935
6,light snow/rain,100.5,89.0,17.0,2012,July,Monday,7.053585727193677
22,clear,109.0,62.0,13.0,2012,July,Monday,7.812782818577581
20,clear,87.0,55.00000000000001,17.0,2012,October,Saturday,7.924072324923417
14,cloudy,117.5,49.0,17.0,2011,July,Thursday,7.395721608602045
14,clear,100.5,41.0,19.0,2011,October,Wednesday,7.725771441587952
21,clear,90.4,52.0,11.0,2012,February,Wednesday,7.983440063006542
16,clear,78.5,46.0,0.0,2011,December,Saturday,8.164225652265827
8,clear,66.7,52.0,31.0,2012,December,Sunday,6.054439346269371
14,cloudy,102.2,83.0,15.0,2011,September,Thursday,7.662937850461535
5,clear,78.5,66.0,0.0,2011,October,Saturday,4.605170185988092
21,clear,85.3,36.0,19.0,2012,February,Monday,7.806696372521179
18,clear,114.1,46.0,22.0,2011,May,Thursday,8.660080678964786
7,light snow/rain,76.9,100.0,15.0,2011,April,Wednesday,6.790097235513905
3,clear,73.5,61.0,17.0,2012,April,Thursday,4.0943445622221
7,clear,76.9,62.0,13.0,2011,March,Sunday,4.787491742782046
9,clear,75.2,49.0,15.0,2012,November,Saturday,7.98514393119862
12,clear,119.2,26.0,17.0,2012,August,Friday,8.435549202375727
9,cloudy,97.2,83.0,0.0,2012,May,Wednesday,8.291295851905407
14,clear,92.1,37.0,17.0,2012,February,Thursday,7.730174795246222
4,clear,105.6,84.0,9.0,2011,August,Sunday,4.30406509320417
11,clear,102.2,65.0,9.0,2012,May,Thursday,7.826842098158293
9,clear,115.8,36.0,9.0,2012,July,Friday,8.193953023563742
7,cloudy,70.1,81.0,6.0,2012,January,Thursday,8.018954683155718
9,clear,66.7,65.0,13.0,2012,February,Friday,8.130059039992796
9,cloudy,107.3,54.0,0.0,2011,June,Monday,7.698936199813447
19,cloudy,66.7,81.0,9.0,2011,February,Tuesday,7.232733136177615
15,cloudy,102.2,74.0,7.0,2011,September,Wednesday,7.671360923190644
16,clear,65.0,37.0,17.0,2011,February,Thursday,6.891625897052253
4,clear,71.8,75.0,15.0,2011,November,Wednesday,4.060443010546419
16,clear,107.3,42.0,24.0,2012,May,Sunday,8.711113884053544
15,clear,114.1,59.0,31.0,2012,September,Tuesday,8.128585200374497
20,clear,100.5,44.0,17.0,2011,June,Monday,8.253488028345904
9,clear,80.2,43.0,26.0,2012,October,Thursday,8.400434630806041
11,light snow/rain,85.3,94.0,6.0,2011,November,Wednesday,6.608000625296087
19,cloudy,73.5,45.0,15.0,2011,December,Friday,7.909489492673759
19,clear,81.9,67.0,0.0,2011,November,Friday,7.323830566202317
8,cloudy,105.6,79.0,7.0,2012,June,Wednesday,8.99961934066053
7,clear,100.5,78.0,20.0,2011,August,Thursday,8.266678443305896
22,cloudy,71.8,49.0,24.0,2012,January,Monday,6.285998094508865
15,clear,95.5,46.0,9.0,2011,October,Thursday,7.8160138391590275
21,clear,93.8,60.0,7.0,2012,September,Tuesday,8.260234291607297
0,light snow/rain,90.4,77.0,11.0,2011,May,Wednesday,5.777652323222656
7,clear,100.5,78.0,19.0,2012,July,Saturday,6.373319789577012
12,clear,110.7,40.0,0.0,2012,August,Wednesday,8.344980368770571
16,clear,75.2,36.0,0.0,2012,February,Thursday,8.009695357742922
7,clear,65.0,80.0,0.0,2012,November,Friday,8.419580362549237
12,clear,107.3,37.0,0.0,2011,August,Tuesday,7.8961806086154915
18,clear,97.2,20.0,19.0,2012,April,Wednesday,9.088850474388472
2,cloudy,92.1,68.0,11.0,2012,May,Sunday,6.840546529288687
6,cloudy,71.8,61.0,6.0,2012,November,Friday,7.419380582918692
0,cloudy,83.6,47.0,17.0,2012,February,Thursday,6.16541785423142
20,clear,97.2,40.0,13.0,2012,September,Monday,8.489616423646003
8,light snow/rain,103.9,74.0,7.0,2011,June,Sunday,6.841615476477592
15,light snow/rain,71.8,87.0,17.0,2012,October,Tuesday,7.3427791893318455
5,cloudy,103.9,89.0,0.0,2011,August,Thursday,5.501258210544727
8,cloudy,59.9,80.0,7.0,2011,December,Monday,8.508959386489133
16,light snow/rain,71.8,81.0,24.0,2012,April,Monday,7.155396301896734
6,clear,83.6,44.0,28.0,2011,March,Saturday,4.875197323201151
11,clear,114.1,46.0,13.0,2012,July,Tuesday,7.893572073504902
23,clear,66.7,70.0,9.0,2012,November,Wednesday,6.983789965258135
9,clear,71.8,75.0,19.0,2011,November,Wednesday,7.809135398120538
14,clear,107.3,39.0,13.0,2012,June,Friday,8.33302993974291
2,clear,102.2,83.0,6.0,2012,August,Thursday,4.787491742782046
5,clear,71.8,61.0,13.0,2012,October,Saturday,4.983606621708336
17,clear,105.6,42.0,11.0,2012,October,Friday,9.282568005973063
19,cloudy,71.8,36.0,19.0,2011,March,Friday,7.4377951216719325
18,clear,110.7,40.0,20.0,2011,August,Friday,8.615045591583742
6,clear,61.6,93.0,0.0,2011,February,Monday,5.958424693029782
4,cloudy,92.1,94.0,20.0,2011,September,Tuesday,3.912023005428146
22,clear,70.1,45.0,11.0,2012,November,Wednesday,7.5822291942764615
5,clear,92.1,77.0,15.0,2012,April,Monday,6.150602768446279
8,clear,73.5,81.0,13.0,2012,January,Thursday,8.785692444451245
1,clear,80.2,66.0,6.0,2012,October,Friday,6.077642243349034
23,clear,71.8,49.0,26.0,2012,December,Wednesday,6.833031732786201
17,clear,63.3,51.0,13.0,2011,January,Monday,6.796823718274855
17,clear,87.0,67.0,28.0,2012,March,Saturday,8.636752426473876
20,clear,90.4,77.0,17.0,2012,May,Wednesday,8.32845106681936
2,cloudy,73.5,56.99999999999999,0.0,2011,March,Wednesday,3.8501476017100584
10,cloudy,68.4,56.00000000000001,17.0,2012,December,Friday,7.4067107301776405
1,clear,100.5,53.0,9.0,2011,June,Thursday,5.82600010738045
13,clear,114.1,63.0,19.0,2012,May,Monday,8.630343289348893
21,clear,107.3,79.0,11.0,2011,August,Friday,7.716906135298388
16,cloudy,105.6,61.0,9.0,2011,September,Friday,8.403352374992478
8,clear,87.0,82.0,13.0,2011,May,Thursday,8.576781982827894
17,clear,88.7,45.0,13.0,2012,November,Saturday,8.5956346177228
0,cloudy,98.9,94.0,0.0,2011,September,Monday,5.840641657373398
6,clear,102.2,78.0,6.0,2011,June,Friday,7.1631723908466425
18,clear,107.3,54.0,22.0,2012,May,Thursday,9.112286431500795
8,clear,63.3,59.0,11.0,2012,February,Friday,8.668711839055147
17,cloudy,76.9,56.99999999999999,15.0,2012,November,Thursday,8.880863609867356
17,clear,95.5,49.0,31.0,2011,October,Sunday,8.37816098272068
17,clear,98.9,17.0,13.0,2012,April,Tuesday,9.11690842718363
6,clear,68.4,81.0,7.0,2011,November,Friday,4.962844630259907
22,light snow/rain,76.9,93.0,7.0,2011,December,Thursday,5.407171771460119
9,clear,70.1,52.0,17.0,2012,December,Thursday,8.313607139317558
